Key,Chinese
Npc2/RandomConvo_036_Intro_004,謝謝你，<PlayerName>。þ
Npc2/RandomConvo_037_Intro_000,我想你想知道為什麼我的原理圖總是藍色的？
Npc2/RandomConvo_037_Intro_001,<yes>我覺得我們現在已經足夠親近了，我可以告訴你。 þþ
Npc2/RandomConvo_037_Intro_002,<haha>þ事實上，有一個有趣的軼事是非常有趣的。
Npc2/RandomConvo_037_Intro_003,感謝您的收聽，<PlayerName>！
Npc2/RandomConvo_038_Intro_000,<worried>我早期的作品在使用不當時有一種可怕的爆炸傾向...þþ
Npc2/RandomConvo_038_Intro_001,<thinking>...或許正確地使用，或者不碰他。þ
Npc2/RandomConvo_038_Intro_002,<shy>我現在已經解決了幾乎所有這些問題，在很大程度上要感謝你。þ
Npc2/RandomConvo_038_Intro_003,<yes>不那麼令人興奮，但效率更高。þ
Npc2/RandomConvo_039_Intro_000,<yes><SouthCity>中到處都是機器發出令人窒息的叮噹聲和轟鳴聲。 þ
Npc2/RandomConvo_039_Intro_001,<no>我非常想念它。þþþ
Npc2/RandomConvo_039_Intro_002,<nop>然而我發現你身上有一些你在<SouthCity>中找不到的東西，無論從哪方面看。 þ
Npc2/RandomConvo_039_Intro_003,<yes>我覺得非常令人欽佩的火花。您想探索和創造新事物！þ
Npc2/RandomConvo_039_Intro_004,<yes>我認為這就是我們相處得如此融洽的原因。þ
Npc2/TechCompleted_Intro_000,啊，<PlayerName>！
Npc2/TownMention_Level_001_Intro_000,我注意到<IslandName>真的開始變得更好了。þ
Npc2/TownMention_Level_001_Intro_001,<thinking>也許是我的實驗室發揮了作用？þ
Npc2/TownMention_Level_001_Intro_002,<thinking>這可能需要進一步研究...
Npc2/TownMention_Level_002_Intro_000,自從你到達之後，<IslandName>似乎發生了很大的變化，<PlayerName>。þ
Npc2/TownMention_Level_002_Intro_001,<yes>有些人甚至可能會說它已經變得更好了。þ
Npc2/TownMention_Level_003_Intro_000,<IslandName>很不錯。þ
Npc2/TownMention_Level_003_Intro_001,這可能是你做的嗎，<PlayerName>？þ
Npc2/TownMention_Level_003_Intro_002,<yes>看來你的努力已經得到了回報。þ
Npc2/TownMention_Level_004_Intro_000,我一直在想，我突然想到搬到<IslandName>可能是我遇到過的最好的事情。þ
Npc2/TownMention_Level_004_Intro_001,我想謝謝你，<PlayerName>。þ
Npc2/TownMention_Level_004_Intro_002,如果不是因為你，我永遠不會搬到這裡。þ
Npc2/TownMention_Level_004_Intro_003,<yes>如果沒有你，<IslandName>會是一個更糟糕的居住地。þ
Npc3/Arvo_Greeting 0_Intro_000,下午，<PlayerName>！
Npc3/Arvo_Greeting 0_Response_003_000,
Npc3/Cold_Greeting 1_Intro_000,冷到骨子裡，這麼冷。þ
Npc3/Cold_Greeting 1_Response_003_000,
Npc3/Cold_Greeting 2_Intro_000,今天凍死了…
Npc3/Cold_Greeting 2_Response_003_000,
Npc3/FurnitureShop_Convo_Intro_000,什麼？
Npc3/FurnitureShop_Convo_Option_000,你能給我製作點什麼嗎？
Npc3/FurnitureShop_Convo_Option_001,我想聊聊天。
Npc3/FurnitureShop_Convo_Option_002,算了。
Npc3/FurnitureShop_Convo_Response_000_000,當然可以。先看一看。
Npc3/FurnitureShop_Convo_Response_001_000,好吧。
Npc3/FurnitureShop_Convo_Response_002_000,好吧。
Npc3/Hot_Greeting 1_Intro_000,今天真是酷熱難耐，<PlayerName>。
Npc3/Hot_Greeting 1_Response_003_000,
Npc3/Introduction_003_Intro_000,你好，我是<myName>。þ
Npc3/Introduction_003_Intro_001,<yes>比如製作傢俱和其他東西。þ
Npc3/Introduction_003_Intro_002,所以如果你喜歡買那種東西，來和我談談。þ
Npc3/LongConvo_001_Intro_000,最近想我的妻子。þ
Npc3/LongConvo_001_Intro_001,<no>她去得太早了..þ
Npc3/LongConvo_001_Intro_002,喜歡那位女士。þ
Npc3/LongConvo_001_Intro_003,<yes>想念她。þ
Npc3/LongConvo_001_Intro_004,<yes>但你得繼續前進。þ
Npc3/LongConvo_001_Intro_005,畢竟，這是她想要的。 þ
Npc3/LongConvo_002_Intro_000,我遇到了我的妻子，為她建造了一把椅子。þ
Npc3/LongConvo_002_Intro_001,<no>我從未見過更漂亮的女士。þ
Npc3/LongConvo_002_Intro_002,<yes>你可以說一見鍾情。þ
Npc3/LongConvo_002_Intro_003,沒多久就和她結婚了。þ
Npc3/LongConvo_002_Intro_004,<no>我從來沒有這麼開心過。þ
Npc3/LongConvo_003_Intro_000,我的妻子來自<SouthCity>，雖然我不知道。þ
Npc3/LongConvo_003_Intro_001,<thinking>她是個藝術家。 也還不錯。þ
Npc3/LongConvo_003_Intro_002,<yes>我賣的所有壁紙的都是她設計的。þ
Npc3/LongConvo_003_Intro_003,<shy>她會因為我工作不快而取笑我。þ
Npc3/LongConvo_003_Intro_004,<yes>不過她只是在開玩笑。þ
Npc3/LongConvo_003_Intro_005,她總是說我很有趣。þ
Npc3/LongConvo_003_Intro_006,<no>我仍然不知道我是怎麼這麼幸運的。þ
Npc3/Low_Friendship_Greeting 0_Intro_000,G』day.
Npc3/Low_Friendship_Greeting 0_Response_003_000,<yes>吼吼。
Npc3/Low_Friendship_Greeting 1_Intro_000,我能幫你嗎？
Npc3/Low_Friendship_Greeting 1_Response_003_000,<yes>對。
Npc3/Low_Friendship_Greeting 2_Intro_000,還好吧，朋友。
Npc3/Low_Friendship_Greeting 2_Response_003_000,<yes>稍後再找你。
Npc3/Medium_Friendship_Greeting 0_Intro_000,美好的一天，朋友
Npc3/Medium_Friendship_Greeting 0_Response_003_000,
Npc3/Medium_Friendship_Greeting 1_Intro_000,你好嗎。
Npc3/Medium_Friendship_Greeting 1_Response_003_000,那好吧。
Npc3/Morning_Greeting 0_Intro_000,早上的<PlayerName>þ。
Npc3/Morning_Greeting 0_Response_003_000,þ對。þ
Npc3/Morning_Greeting 1_Intro_000,<yes>早點起床。
Npc3/Morning_Greeting 1_Response_003_000,吼吼。
Npc3/Morning_Greeting 2_Intro_000,<no>沒有什麼比早起更重要。þ
Npc3/Morning_Greeting 2_Response_003_000,<yes>今天慢慢來。
Npc3/Night_Greeting 0_Intro_000,<yes>我想，我差不多該睡覺了。
Npc3/Night_Greeting 0_Response_003_000,
Npc3/Night_Greeting 1_Intro_000,在這黑暗中很難見到你。
Npc3/Night_Greeting 1_Response_003_000,<no>血腥陰暗就是這樣。
Npc3/Noon_Greeting 0_Intro_000,<yes>我估計還有很多天。
Npc3/Noon_Greeting 0_Response_003_000,不急， <PlayerName>。
Npc3/Noon_Greeting 1_Intro_000,我想是時候吸菸了。
Npc3/Noon_Greeting 1_Response_003_000,
Npc3/Noon_Greeting 2_Intro_000,這幾天過得很快…
Npc3/Noon_Greeting 2_Response_003_000,
Npc3/Raining_Greeting 0_Intro_000,有點潮濕，嗯？
Npc3/Raining_Greeting 0_Intro_001,我能給你拿點什麼擦擦嗎？
Npc3/Raining_Greeting 0_Response_003_000,試著保持乾燥。
Npc3/Raining_Greeting 2_Intro_000,如果我膝蓋的感覺是對的，那麼一整天都會下雨。
Npc3/Raining_Greeting 2_Response_003_000,希望我的膝蓋的感覺是錯的。
Npc3/RandomConvo_000_Intro_000,天氣怎麼樣，嗯？þ
Npc3/RandomConvo_000_Option_000,我喜歡它。
Npc3/RandomConvo_000_Option_001,我討厭它。
Npc3/RandomConvo_000_Response_000_000,<yes>這沒什麼錯。
Npc3/RandomConvo_000_Response_001_000,<no>嗯，不能這麼說。
Npc3/RandomConvo_001_Intro_000,<yes>今天我就慢慢來。þ
Npc3/RandomConvo_001_Intro_001,也許你應該嘗試一下，嗯，<PlayerName>？þ
Npc3/RandomConvo_002_Intro_000,怎麼樣，<PlayerName>？
Npc3/RandomConvo_002_Option_000,好的謝謝！
Npc3/RandomConvo_002_Option_001,我好多了
Npc3/RandomConvo_002_Response_000_000,<yes>很高興聽到。
Npc3/RandomConvo_002_Response_001_000,我很抱歉。
Npc3/RandomConvo_002_Response_001_001,我希望它變得更好。
Npc3/RandomConvo_003_Intro_000,<yes>我喜歡建造東西。þ
Npc3/RandomConvo_003_Intro_001,<shy>試著慢慢來。þ
Npc3/RandomConvo_004_Intro_000,<thinking><IslandName>上的樹木看起來好像是不錯的木材可以用來建造東西。
Npc3/RandomConvo_005_Intro_000,<no>我認為你永遠不會因太老而不能做事。
Npc3/RandomConvo_006_Intro_000,你總是很忙，不是嗎<PlayerName>？
Npc3/RandomConvo_006_Intro_001,<no>如果我像你一樣跑來跑去，我想我的膝蓋會掉出來。þ
Npc3/RandomConvo_007_Intro_000,不要太辛苦，好嗎<PlayerName>？þ
Npc3/RandomConvo_007_Intro_001,<no>沒有理由不快點。þ
Npc3/RandomConvo_007_Intro_002,<yes>總有明天。þ
Npc3/RandomConvo_008_Intro_000,<shy>哦哦。þ
Npc3/RandomConvo_008_Intro_001,我今天膝蓋疼。þ
Npc3/RandomConvo_008_Intro_002,<thinking>我估計明天可能會下雨。þ
Npc3/RandomConvo_009_Intro_000,善待你的膝蓋和牙齒<PlayerName>！ þ
Npc3/RandomConvo_009_Intro_001,<yes>當它們離開時你會想念他們的，相信我。þ
Npc3/RandomConvo_010_Intro_000,<no>從未去過<SouthCity>。þ
Npc3/RandomConvo_010_Intro_001,<no>如果你問我感覺如何，這個地方聽起來很可怕。þ
Npc3/RandomConvo_010_Intro_002,<thinking>但我妻子來自那裡。þ
Npc3/RandomConvo_010_Intro_003,<yes>她過的很好。þ
Npc3/RandomConvo_011_Intro_000,從小就開始幹活了。þ
Npc3/RandomConvo_011_Intro_001,<proud>當我手裡拿著一把錘子，嘴裡叼著釘子時，我從來沒有比這更快樂過。þ
Npc3/RandomConvo_012_Intro_000,<yes>你很擅長製造東西，<PlayerName>>。þ
Npc3/RandomConvo_012_Intro_001,在製作<itemName>時見過你。þ
Npc3/RandomConvo_013_Intro_000,<thinking>如果你肯花時間，事情總是會完成的。þ
Npc3/RandomConvo_013_Intro_001,<no>沒有理由像無頭雞一樣到處亂跑。þ
Npc3/RandomConvo_014_Intro_000,當我正在建造時，整個世界都會融化。 þ
Npc3/RandomConvo_014_Intro_001,我的妻子曾經告訴我，她一直這麼說...þ
Npc3/RandomConvo_015_Intro_000,<proud>沒有什麼是我不能打磨、上漆或削成舒適的東西。
Npc3/RandomConvo_015_Intro_001,<yes>這需要時間，但是做最好的事情。þ
Npc3/RandomConvo_016_Intro_000,當你在做傢俱的時候，你必須感受一下。
Npc3/RandomConvo_016_Intro_001,<thinking>有些東西很難實現且實用。
Npc3/RandomConvo_016_Intro_002,<shy>有些做出來會柔軟舒適。
Npc3/RandomConvo_016_Intro_003,<haha>我無法控制會發生什麼，我只是隨波逐流。
Npc3/RandomConvo_017_Intro_000,<thinking>在我的時間裡看到了很多東西。þ
Npc3/RandomConvo_017_Intro_001,<yes>如果她在我的妻子會告訴你所有關於他們的事情。þ
Npc3/RandomConvo_018_Intro_000,<yes>妻子會喜歡這裡的<IslandName>。þ
Npc3/RandomConvo_018_Intro_001,<thinking>大部分時間都陽光明媚、溫暖。þ
Npc3/RandomConvo_018_Intro_002,<yes>就像她一樣。þ
Npc3/RandomConvo_019_Intro_000,<thinking>最近有很多事情要做。þ
Npc3/RandomConvo_019_Intro_001,<no>不過不急。þ
Npc3/RandomConvo_019_Intro_002,<shy>我哪兒也不去。þ
Npc3/RandomConvo_020_Intro_000,很久以前拿到了我的<LoggingLicence>。þ
Npc3/RandomConvo_020_Intro_001,<proud>沒有什麼比使用你自己砍伐的木材更令人滿意了。þ
Npc3/RandomConvo_021_Intro_000,<thinking>我發誓我已經存了一些<PermitPoints>來做點什麼。þ
Npc3/RandomConvo_021_Intro_001,妻子過去常常為我整理那些東西。þ
Npc3/RandomConvo_021_Intro_002,<no>誰知道它們現在放在哪裡呢？þ
Npc3/RandomConvo_022_Intro_000,我曾祖父在過去幫助建立了<SouthCity>。þ
Npc3/RandomConvo_022_Intro_001,<no>我猜他對他們在那裡的所作所為不太感興趣。þ
Npc3/RandomConvo_022_Intro_002,<yes>我估計得及時離開那裡。þ
Npc3/RandomConvo_023_Intro_000,當老傢伙時最好的事情是什麼？
Npc3/RandomConvo_023_Intro_001,隨時可以打盹。þ
Npc3/RandomConvo_023_Intro_002,無法抵擋那頻繁地瞇眼。
Npc3/RandomConvo_024_Intro_000,例行公事是一件好事。þ
Npc3/RandomConvo_024_Intro_001,<yes>你應該找到一個凹槽。þ
Npc3/RandomConvo_024_Intro_002,我會拿到我的了。þ
Npc3/RandomConvo_025_Intro_000,<no>我不太關心他們的文物。þ
Npc3/RandomConvo_025_Intro_001,精巧的工藝，但在「它們」中沒有一個是木製的。þ
Npc3/RandomConvo_025_Intro_002,不過，就這樣讓他們扔這嗎？þ
Npc3/RandomConvo_025_Intro_003,<no>這是不對的。
Npc3/RandomConvo_026_Intro_000,我在想我的公司名稱。þ
Npc3/RandomConvo_026_Intro_001,<thinking>把東西放在盒子上很方便。þ
Npc3/RandomConvo_026_Intro_002,<thinking>我是<NPCName>，我是製造傢俱的。þ
Npc3/RandomConvo_026_Intro_003,所以我選擇了「<NPCName>的傢俱店」。þ
Npc3/RandomConvo_027_Intro_000,感覺季節每年都在變短。þ
Npc3/RandomConvo_027_Intro_001,白天雖然變長了。þ
Npc3/RandomConvo_027_Intro_002,生活是一件有趣的舊事。þ
Npc3/RandomConvo_028_Intro_000,看看我們，嗯？þ
Npc3/RandomConvo_028_Intro_001,就兩個小夥伴。 þ
Npc3/RandomConvo_028_Intro_002,<yes>放下工具，好好說話。þ
Npc3/RandomConvo_029_Intro_000,不要告訴任何人我告訴過你這個，但是，þ
Npc3/RandomConvo_029_Intro_001,<yes>我覺得你現在是這裡傢俱的一部分。
Npc3/RandomConvo_030_Intro_000,永遠享受我們的聊天，<PlayerName>。þ
Npc3/RandomConvo_030_Intro_001,<yes>它們不長。就像我喜歡它們一樣。þ
Npc3/RandomConvo_031_Intro_000,妻子會喜歡你的，<PlayerName>>。þ
Npc3/RandomConvo_031_Intro_001,<yes>她喜歡知道自己想要什麼的人。þ
Npc3/RandomConvo_032_Intro_000,<IslandName>是個好地方，不是嗎？þ
Npc3/RandomConvo_032_Intro_001,<glee>我很高興我選擇了這個地方來度過我的日子。þ
Npc3/RandomConvo_033_Intro_000,你是個好夥伴，<PlayerName>。þ
Npc3/RandomConvo_033_Intro_001,<thinking>你知道對話該何時結束。þ
Npc3/RandomConvo_033_Intro_002,<yes>我喜歡那個。þ
Npc3/RandomConvo_034_Intro_000,很高興見到你，<PlayerName>。þ
Npc3/RandomConvo_034_Intro_001,<thinking>我今天想休息一下。þ
Npc3/RandomConvo_034_Intro_002,<no>無需強迫自己。þ
Npc3/RandomConvo_035_Intro_000,告訴你啊，如果我有時間重新來過的話？þ
Npc3/RandomConvo_035_Intro_001,<no>我不會改變任何事情。
Npc3/RandomConvo_036_Intro_000,<yes>我知道我總是可以指望你做需要做的事。þ
Npc3/RandomConvo_036_Intro_001,<no>不是每個人都這樣。þ
Npc3/RandomConvo_036_Intro_002,
Npc3/RandomConvo_037_Intro_000,不，我很好。þ
Npc3/RandomConvo_037_Intro_001,
Npc3/RandomConvo_038_Intro_000,需要文字
Npc3/RandomConvo_039_Intro_000,需要文字
Npc3/TownMention_Level_001_Intro_000,嘿，<PlayerName>。 þ
Npc3/TownMention_Level_001_Intro_001,<IslandName>進展順利。þ
Npc3/TownMention_Level_001_Intro_002,<yes>看起來不錯。þ
Npc3/TownMention_Level_002_Intro_000,<IslandName>開始有點忙碌了，不是嗎？þ
Npc3/TownMention_Level_002_Intro_001,<no>不過，沒必要匆匆忙忙。þ
Npc3/TownMention_Level_002_Intro_002,<yes>慢慢來。þ
Npc3/TownMention_Level_003_Intro_000,不得不說，你為<IslandName>做了很多工作。 þ
Npc3/TownMention_Level_003_Intro_001,到處都開始建造東西。 þ
Npc3/TownMention_Level_003_Intro_002,慢慢來吧，<PlayerName>。þ
Npc3/TownMention_Level_003_Intro_003,<no>不要急於求成。þ
Npc3/TownMention_Level_004_Intro_000,<yes>我認為你已經讓<IslandName>成爲了最好的地方，<PlayerName>。
Npc3/TownMention_Level_004_Intro_001,自從我妻子去世后，我就沒有在家的感覺了。þ
Npc3/TownMention_Level_004_Intro_002,<yes>現在我感覺到了。þ
Npc3/Windy_Greeting 0_Intro_000,很輕鬆，不是嗎？
Npc3/Windy_Greeting 0_Intro_001,你需要什麼？
Npc3/Windy_Greeting 0_Response_003_000,不要讓風把你推來推去。
Npc3/Windy_Greeting 1_Intro_000,<no>希望我的頭髮能在這風中保持原位。
Npc3/Windy_Greeting 1_Response_003_000,<proud>我的所剩無幾了，但我確實梳了它。
Npc3/Windy_Greeting 2_Intro_000,那風穿過你。
Npc3/Windy_Greeting 2_Response_003_000,
Npc4/ClothesShopConvo_Intro_000,歡迎來到服裝商店。 我有什麼幫到你？
Npc4/ClothesShopConvo_Option_000,從目錄訂購
Npc4/ClothesShopConvo_Option_001,我想聊聊天。
Npc4/ClothesShopConvo_Option_002,我很好。
Npc4/ClothesShopConvo_Response_000_000,當然！
Npc4/ClothesShopConvo_Response_002_000,請四處看看！
Npc4/Gossip_About_NPC_000_Intro_000,我不認為<NPCName>能看到更多此時此地之外的東西。þþ
Npc4/Gossip_About_NPC_000_Intro_001,她很膚淺，你知道嗎？þ
Npc4/Gossip_About_NPC_001_Intro_000,我喜歡<NPCName>商店裡的音樂。þ
Npc4/Gossip_About_NPC_001_Intro_001,你聽到了，對嗎？þ
Npc4/Gossip_About_NPC_001_Intro_002,<no><NPCName>沒有...þ
Npc4/Gossip_About_NPC_002_Intro_000,你知道，<NPCName>沒有光環。þ
Npc4/Gossip_About_NPC_002_Intro_001,完全沒有。
Npc4/Gossip_About_NPC_002_Intro_002,很奇怪吧？
Npc4/Gossip_About_NPC_003_Intro_000,<NPCName>沒有說太多...þ
Npc4/Gossip_About_NPC_003_Intro_001,我猜他有點像你，對吧<PlayerName>？
Npc4/Gossip_About_NPC_006_Intro_000,我可以看到<NPCName>的奇妙之處。þ
Npc4/Gossip_About_NPC_006_Intro_001,<thinking>她的路還很長…而她才走了一半。þ
Npc4/Gossip_About_NPC_007_Intro_000,<NPCName>真的與他的動物在精神上聯繫在一起。þ
Npc4/Gossip_About_NPC_007_Intro_001,他們必須和諧，你知道嗎？þ
Npc4/Gossip_About_NPC_009_Intro_000,<NPCName>是個好人，而且…þþ
Npc4/Gossip_About_NPC_009_Intro_001,<no>但他沒有爵士樂。 沒有拉鍊。þ
Npc4/Gossip_About_NPC_009_Intro_002,
Npc4/Gossip_About_NPC_010_Intro_000,<NPCName> 始終籠罩著巨大的烏雲…þ
Npc4/Gossip_About_NPC_010_Intro_001,太可怕了。þ
Npc4/Gossip_About_NPC_010_Intro_002,我有點喜歡它，你知道嗎？þ
Npc4/Introduction_004_Intro_000,嘿，我是<myName>。 þ
Npc4/Introduction_004_Intro_001,很高興見到你，<PlayerName>。þþ<thinking>我覺得我們以前見過面？þ
Npc4/Introduction_004_Intro_002,不？也許是在前世什麼的。þ
Npc4/Introduction_004_Intro_003,我成爲了一個<Nomad>前段時間我不得不離開<SouthCity>，你知道嗎？þ
Npc4/Introduction_004_Intro_004,<shy>所以現在我到處兜售我喜歡做的衣服。þ
Npc4/Introduction_004_Intro_005,<glee>如果你看到任何你喜歡的東西，請告訴我。
Npc4/Introduction_004_Intro_006,或者隨時來看看，你懂吧？
Npc4/LongConvo_001_Intro_000,嘿，<PlayerName>。 þ
Npc4/LongConvo_001_Intro_001,你知道，我一直在想，你為什麼決定離開<SouthCity>？
Npc4/LongConvo_001_Option_000,那裡太可怕了！
Npc4/LongConvo_001_Option_001,我需要改變
Npc4/LongConvo_001_Option_002,我什麼都沒有。
Npc4/LongConvo_001_Response_000_000,哎呀，我很高興有人這麼說！þ
Npc4/LongConvo_001_Response_000_001,雖然，在<IslandName>周圍聽到這種情況更常見。þ
Npc4/LongConvo_001_Response_000_002,<no>沒有像我們這樣的人。þ
Npc4/LongConvo_001_Response_001_000,我明白。我真的。þ
Npc4/LongConvo_001_Response_001_001,<shy>有時你需要在生活中做出這樣的重大轉變來重新安排你的生活。
Npc4/LongConvo_001_Response_001_002,<yes>讓事情朝著不同的方向發展，你知道嗎？þ
Npc4/LongConvo_001_Response_002_000,<yes>我完全明白你的意思。þ
Npc4/LongConvo_001_Response_002_001,這樣的人對我們有一種強大的光環，你知道嗎？þ
Npc4/LongConvo_002_Intro_000,<proud>我離開<SouthCity>是因為沒人能駕馭我的時尚。 þ
Npc4/LongConvo_002_Intro_001,<no>感覺那裡的每個人整天都穿著灰色很開心。þ
Npc4/LongConvo_002_Intro_002,我希望我的衣服能帶點我的能量，你知道嗎？þ
Npc4/LongConvo_002_Intro_003,我想我喜歡認為我所做的一切都包含我心意，我正在將這種能量傳遞給任何佩戴它的人。þ
Npc4/LongConvo_002_Intro_004,<no>當我告訴他們我想成為一個<Nomad>時，我的家人感到羞愧。þ
Npc4/LongConvo_002_Intro_005,他們只是陷入了灰色的道路，你知道嗎？þ
Npc4/LongConvo_002_Intro_006,<SouthCity>對人們這樣做..þ
Npc4/LongConvo_002_Intro_007,就像這座城市讓人們陷入了一種讓他們終生跛腳的咒語。þ
Npc4/LongConvo_002_Intro_008,<glee>我很高興我們離開了那個地方，對吧，<PlayerName>？þ
Npc4/LongConvo_003_Intro_000,嘿<PlayerName>。你信不信魔術？
Npc4/LongConvo_003_Intro_001,<yes>你看，直到我在<SouthCity>圖書館看到一本舊書時我才相信自己...
Npc4/LongConvo_003_Intro_002,<thinking>這本書描述了一種貫穿我們所有人的能量，你知道嗎？þ
Npc4/LongConvo_003_Intro_003,<pumped>一種構成我們世界一切的能量。þ
Npc4/LongConvo_003_Intro_004,你可以感覺到它，一種節奏在所有事物中播放。 þ
Npc4/LongConvo_003_Intro_005,我覺得它接近 C-Sharp。þ
Npc4/LongConvo_003_Intro_006,不管怎樣，自從我離開<SouthCity>后，我就一直在嘗試利用這種能量。þ
Npc4/LongConvo_003_Intro_007,<thinking>在<IslandName>上感覺肯定更容易...þ
Npc4/LongConvo_003_Intro_008,<shy>我開始聽起來很瘋狂，不是嗎？þ
Npc4/LongConvo_003_Intro_009,好吧，謝謝你聽我聊了一會兒，<PlayerName>。þ
Npc4/RandomConvo_000_Intro_000,有沒有人告訴過你，你有一個非常好的光環？þþþ
Npc4/RandomConvo_000_Intro_001,
Npc4/RandomConvo_001_Intro_000,我有充分的權威認為今天將是美好的一天。þ
Npc4/RandomConvo_001_Intro_001,<yes>相信我，在預測未來時，這個來源非常可靠。 þ
Npc4/RandomConvo_001_Intro_002,
Npc4/RandomConvo_002_Intro_000,<favouriteFood>充滿了強大的能量。 þþ
Npc4/RandomConvo_002_Intro_001,如果可能的話，我喜歡從<favouriteFood>開始新的一天。þ
Npc4/RandomConvo_002_Intro_002,
Npc4/RandomConvo_003_Intro_000,<IslandName>是一個不可思議的地方，你知道嗎？þ
Npc4/RandomConvo_003_Intro_001,整個島嶼充滿生機和活力。þ
Npc4/RandomConvo_003_Intro_002,與<SouthCity>相比，它處於另一個層次。þ
Npc4/RandomConvo_003_Intro_003,那個地方擠滿了人，但以一種奇怪的方式完全沒有生氣...þ
Npc4/RandomConvo_004_Intro_000,<proud>看起來很棒是感覺很棒的第一步。 þþ
Npc4/RandomConvo_004_Intro_001,
Npc4/RandomConvo_005_Intro_000,<thinking>þ如果你和某人穿著相同的顏色，你就可以真正建立友誼。 þ
Npc4/RandomConvo_005_Intro_001,就像你開始用同一個通用曲調哼唱，你知道嗎？ þþ
Npc4/RandomConvo_005_Intro_002,
Npc4/RandomConvo_006_Intro_000,<thinking>前幾天晚上我看著你睡覺，你輾轉反側，你知道嗎？þ
Npc4/RandomConvo_006_Intro_001,
Npc4/RandomConvo_007_Intro_000,你知道紅色和黃色實際上會讓你感到飢餓嗎？ þ
Npc4/RandomConvo_007_Intro_001,<thinking>另一方面，藍色可以讓那些零食冷靜一點。þ
Npc4/RandomConvo_007_Intro_002,這有多瘋狂？þ
Npc4/RandomConvo_007_Intro_003,
Npc4/RandomConvo_008_Intro_000,你覺得<SouthCity>的人有這麼陳舊的光環和<BlobFish>有關嗎？þ
Npc4/RandomConvo_008_Intro_001,也許那些小動物暗中作祟？þ
Npc4/RandomConvo_008_Intro_002,
Npc4/RandomConvo_009_Intro_000,你認為<animalName>有柔軟的皮毛嗎？
Npc4/RandomConvo_009_Option_000,試試摸一下
Npc4/RandomConvo_009_Option_001,我敢打賭！
Npc4/RandomConvo_009_Option_002,我敢打賭他們的皮毛是尖刺的。
Npc4/RandomConvo_009_Response_000_000,<haha>我不這麼認為！þ
Npc4/RandomConvo_009_Response_000_001,我喜歡我的頭髮不著火，非常感謝！þ
Npc4/RandomConvo_009_Response_001_000,<thinking>你知道，我認為你是對的。þ
Npc4/RandomConvo_009_Response_001_001,<yes>這就是為什麼它們表現得如此兇悍和可怕。þ
Npc4/RandomConvo_009_Response_001_002,<haha>但在內心深處，我敢打賭它們是軟軟的。þ
Npc4/RandomConvo_009_Response_002_000,<yes>大概是，你懂得。þ
Npc4/RandomConvo_009_Response_002_001,
Npc4/RandomConvo_010_Intro_000,嘿，<PlayerName>。þ
Npc4/RandomConvo_010_Intro_001,<shy>我有沒有告訴過你我有時喜歡在晚上練習魔法。þ
Npc4/RandomConvo_010_Intro_002,<shy>哦，別擔心，我不會搞任何我無法控制的事情。þ
Npc4/RandomConvo_010_Intro_003,<worried>至少…þ
Npc4/RandomConvo_010_Intro_004,<worried>我不認為我是？þ
Npc4/RandomConvo_011_Intro_000,晚上我一直在窗外聽到奇怪的聲音。þ
Npc4/RandomConvo_011_Intro_001,一開始有點毛骨悚然，你知道嗎？þ
Npc4/RandomConvo_011_Intro_002,
Npc4/RandomConvo_014_Intro_000,<IslandName>到處都是一些好人。þ
Npc4/RandomConvo_014_Intro_001,<no>他們的氣場並不都像我們的那麼強，<PlayerName>。þ
Npc4/RandomConvo_014_Intro_002,
Npc4/RandomConvo_015_Intro_000,þ文字很強大，你知道嗎？þþþþ
Npc4/RandomConvo_015_Intro_001,<yes>如果你對自己說的足夠多，你就能讓它成為現實。þ
Npc4/RandomConvo_015_Intro_002,
Npc4/RandomConvo_017_Intro_000,你覺得我可以借用你的頭髮嗎，<PlayerName>？þ
Npc4/RandomConvo_017_Intro_001,我需要它來做某事..þ
Npc4/RandomConvo_017_Intro_002,<shy>哦，不要太擔心為什麼！þ
Npc4/RandomConvo_023_Intro_000,<yes><IslandName>上的<itemName>確實很棒。þ
Npc4/RandomConvo_023_Intro_001,他們真的能幫助我實現一些東西，你明白嗎？þ
Npc4/RandomConvo_029_Intro_000,<thinking>我考慮過給我的面料增添一點活力...þ
Npc4/RandomConvo_029_Intro_001,<no>不過，我只是找不到一種合乎道德的方式來採購材料，你明白嗎？þ
Npc4/RandomConvo_037_Intro_000,有沒有覺得我重複太多次了？
Npc4/RandomConvo_037_Intro_001,就像我同樣的話說兩次？
Npc4/RandomConvo_037_Option_000,一點也不。
Npc4/RandomConvo_037_Option_001,有時。
Npc4/RandomConvo_037_Option_002,可能吧？
Npc4/RandomConvo_037_Response_000_000,哦，那是一種解脫，你知道嗎？
Npc4/RandomConvo_037_Response_000_001,<no>我不想被預測。
Npc4/RandomConvo_037_Response_001_000,我也這麼覺得！
Npc4/RandomConvo_037_Response_001_001,就像我有時必須遵循命運？
Npc4/RandomConvo_037_Response_001_002,<yes>至少我得到了這個角色，你明白嗎？
Npc4/RandomConvo_037_Response_002_000,這根本不是一個自信的答案！
Npc4/RandomConvo_037_Response_002_001,選擇多麼奇怪的答案，你明白嗎？
Npc4/RandomConvo_037_Response_002_002,<haha>不過別擔心，我們還是朋友，<PlayerName>。
